Shuttle_Size_cbm,Pump_Size_m3ph,Cycle_Duration_hr,Shore_Loading_hr,Travel_Outbound_hr,Travel_Return_hr,Setup_Inbound_hr,Setup_Outbound_hr,Pumping_Per_Vessel_hr,Pumping_Total_hr,Basic_Cycle_Duration_hr,Annual_Cycles_Max,Annual_Supply_m3,Ships_Per_Year,Time_Utilization_Ratio_percent
500,1200,4.75,0.3333333333333333,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,4.416666666666667,1684.2105263157894,842105.2631578947,168.42105263157893,99.99999999999999
