Shuttle_Size_cbm,Pump_Size_m3ph,Cycle_Duration_hr,Shore_Loading_hr,Travel_Outbound_hr,Travel_Return_hr,Setup_Inbound_hr,Setup_Outbound_hr,Pumping_Per_Vessel_hr,Pumping_Total_hr,Basic_Cycle_Duration_hr,Annual_Cycles_Max,Annual_Supply_m3,Ships_Per_Year,Time_Utilization_Ratio_percent
20000,1500,52.12666666666667,13.333333333333334,5.73,5.73,1.0,1.0,3.3333333333333335,13.333333333333334,38.79333333333334,153.47231103721703,3069446.2207443407,613.8892441488681,100.0
