Shuttle_Size_cbm,Pump_Size_m3ph,Cycle_Duration_hr,Shore_Loading_hr,Travel_Outbound_hr,Travel_Return_hr,Setup_Inbound_hr,Setup_Outbound_hr,Pumping_Per_Vessel_hr,Pumping_Total_hr,Basic_Cycle_Duration_hr,Annual_Cycles_Max,Annual_Supply_m3,Ships_Per_Year,Time_Utilization_Ratio_percent
20000,1500,44.006666666666675,13.333333333333334,1.67,1.67,1.0,1.0,3.3333333333333335,13.333333333333334,30.67333333333334,181.7906377821542,3635812.7556430837,727.1625511286168,100.0
