Shuttle_Size_cbm,Pump_Size_m3ph,Year,New_Shuttles,Total_Shuttles,Annual_Calls,Annual_Cycles,Supply_m3,Demand_m3,Cycles_Available,Utilization_Rate,CAPEX_Shuttle_USDm,CAPEX_Pump_USDm,CAPEX_Tank_USDm,CAPEX_Total_USDm,FixedOPEX_Shuttle_USDm,FixedOPEX_Pump_USDm,FixedOPEX_Tank_USDm,FixedOPEX_Total_USDm,VariableOPEX_Shuttle_USDm,VariableOPEX_Pump_USDm,VariableOPEX_Tank_USDm,VariableOPEX_Total_USDm,Total_Year_Cost_Discounted_USDm,Discount_Factor,Annualized_CAPEX_Shuttle_USDm,Annualized_CAPEX_Pump_USDm,Annualized_CAPEX_Tank_USDm,Annualized_CAPEX_Total_USDm
500,400,2030,5,5,600.0,6000.0,3000000.0,3000000.0,7164.1791,0.8375,11.4955,0.9798,0.0,12.4753,0.5748,0.049,0.0,0.6238,1.7683,0.1083,0.0,1.8765,14.9756,1.0,1.0609,0.0904,0.0,1.1513
500,400,2031,2,7,864.0,8640.0,4320000.0,4320000.0,10029.8507,0.861429,4.2974,0.3663,0.0,4.6637,0.752,0.0641,0.0,0.8161,2.3797,0.1457,0.0,2.5254,8.0052,0.9346,1.4853,0.1266,0.0,1.6119
500,400,2032,1,8,1140.0,11400.0,5700000.0,5700000.0,11462.6866,0.994531,2.0081,0.1712,0.0,2.1793,0.8032,0.0685,0.0,0.8717,2.9345,0.1797,0.0,3.1142,6.1652,0.8734,1.6975,0.1447,0.0,1.8421
500,400,2033,2,10,1416.0,14160.0,7080000.0,7080000.0,14328.3582,0.98825,3.7535,0.3199,0.0,4.0734,0.9384,0.08,0.0,1.0184,3.4065,0.2086,0.0,3.6151,8.7069,0.8163,2.1218,0.1808,0.0,2.3027
500,400,2034,2,12,1680.0,16800.0,8400000.0,8400000.0,17194.0299,0.977083,3.5079,0.299,0.0,3.8069,1.0524,0.0897,0.0,1.1421,3.7772,0.2313,0.0,4.0085,8.9575,0.7629,2.5462,0.217,0.0,2.7632
500,400,2035,2,14,1944.0,19440.0,9720000.0,9720000.0,20059.7015,0.969107,3.2785,0.2794,0.0,3.5579,1.1475,0.0978,0.0,1.2453,4.0848,0.2501,0.0,4.335,9.1381,0.713,2.9705,0.2532,0.0,3.2237
500,400,2036,2,16,2220.0,22200.0,11100000.0,11100000.0,22925.3731,0.968359,3.064,0.2611,0.0,3.3251,1.2256,0.1045,0.0,1.33,4.3596,0.267,0.0,4.6266,9.2817,0.6663,3.3949,0.2894,0.0,3.6843
500,400,2037,2,18,2496.0,24960.0,12480000.0,12480000.0,25791.0448,0.967778,2.8635,0.2441,0.0,3.1076,1.2886,0.1098,0.0,1.3984,4.5809,0.2805,0.0,4.8615,9.3675,0.6227,3.8193,0.3255,0.0,4.1448
500,400,2038,2,20,2760.0,27600.0,13800000.0,13800000.0,28656.7164,0.963125,2.6762,0.2281,0.0,2.9043,1.3381,0.114,0.0,1.4521,4.7341,0.2899,0.0,5.024,9.3804,0.582,4.2436,0.3617,0.0,4.6053
500,400,2039,2,22,3024.0,30240.0,15120000.0,15120000.0,31522.3881,0.959318,2.5011,0.2132,0.0,2.7143,1.3756,0.1172,0.0,1.4929,4.8476,0.2969,0.0,5.1444,9.3516,0.5439,4.668,0.3979,0.0,5.0659
500,400,2040,2,24,3300.0,33000.0,16500000.0,16500000.0,34388.0597,0.959635,2.3375,0.1992,0.0,2.5367,1.4025,0.1195,0.0,1.522,4.9439,0.3028,0.0,5.2467,9.3054,0.5083,5.0924,0.434,0.0,5.5264
500,400,2041,1,25,3576.0,35760.0,17880000.0,17880000.0,35820.8955,0.9983,1.0923,0.0931,0.0,1.1854,1.3654,0.1164,0.0,1.4817,5.0069,0.3066,0.0,5.3135,7.9807,0.4751,5.3045,0.4521,0.0,5.7567
500,400,2042,2,27,3840.0,38400.0,19200000.0,19200000.0,38686.5672,0.992593,2.0417,0.174,0.0,2.2157,1.3781,0.1175,0.0,1.4956,5.0248,0.3077,0.0,5.3325,9.0438,0.444,5.7289,0.4883,0.0,6.2172
500,400,2043,2,29,4104.0,41040.0,20520000.0,20520000.0,41552.2388,0.987672,1.9081,0.1626,0.0,2.0707,1.3834,0.1179,0.0,1.5013,5.019,0.3074,0.0,5.3263,8.8983,0.415,6.1533,0.5245,0.0,6.6777
500,400,2044,2,31,4380.0,43800.0,21900000.0,21900000.0,44417.9104,0.986089,1.7833,0.152,0.0,1.9353,1.382,0.1178,0.0,1.4998,5.0061,0.3066,0.0,5.3126,8.7477,0.3878,6.5776,0.5606,0.0,7.1383
500,400,2045,2,33,4656.0,46560.0,23280000.0,23280000.0,47283.5821,0.984697,1.6666,0.142,0.0,1.8086,1.3749,0.1172,0.0,1.4921,4.9734,0.3046,0.0,5.2779,8.5787,0.3624,7.002,0.5968,0.0,7.5988
500,400,2046,2,35,4920.0,49200.0,24600000.0,24600000.0,50149.2537,0.981071,1.5576,0.1328,0.0,1.6903,1.3629,0.1162,0.0,1.479,4.9116,0.3008,0.0,5.2123,8.3817,0.3387,7.4264,0.633,0.0,8.0593
500,400,2047,2,37,5184.0,51840.0,25920000.0,25920000.0,53014.9254,0.977838,1.4557,0.1241,0.0,1.5797,1.3465,0.1148,0.0,1.4613,4.8366,0.2962,0.0,5.1327,8.1737,0.3166,7.8507,0.6691,0.0,8.5198
500,400,2048,2,39,5460.0,54600.0,27300000.0,27300000.0,55880.597,0.977083,1.3604,0.116,0.0,1.4764,1.3264,0.1131,0.0,1.4395,4.7608,0.2915,0.0,5.0523,7.9682,0.2959,8.2751,0.7053,0.0,8.9804
500,400,2049,2,41,5736.0,57360.0,28680000.0,28680000.0,58746.2687,0.976402,1.2714,0.1084,0.0,1.3798,1.3032,0.1111,0.0,1.4143,4.6743,0.2862,0.0,4.9605,7.7546,0.2765,8.6994,0.7415,0.0,9.4409
500,400,2050,1,42,6000.0,60000.0,30000000.0,30000000.0,60179.1045,0.997024,0.5941,0.0506,0.0,0.6448,1.2477,0.1063,0.0,1.354,4.5695,0.2798,0.0,4.8494,6.8481,0.2584,8.9116,0.7596,0.0,9.6712
500,600,2030,4,4,600.0,6000.0,3000000.0,3000000.0,6193.5484,0.96875,9.1964,1.0378,0.0,10.2342,0.4598,0.0519,0.0,0.5117,1.7683,0.1083,0.0,1.8765,12.6224,1.0,0.8487,0.0958,0.0,0.9445
500,600,2031,2,6,864.0,8640.0,4320000.0,4320000.0,9290.3226,0.93,4.2974,0.485,0.0,4.7823,0.6446,0.0727,0.0,0.7173,2.3797,0.1457,0.0,2.5254,8.0251,0.9346,1.2731,0.1437,0.0,1.4168
500,600,2032,2,8,1140.0,11400.0,5700000.0,5700000.0,12387.0968,0.920313,4.0162,0.4532,0.0,4.4695,0.8032,0.0906,0.0,0.8939,2.9345,0.1797,0.0,3.1142,8.4776,0.8734,1.6975,0.1916,0.0,1.889
500,600,2033,2,10,1416.0,14160.0,7080000.0,7080000.0,15483.871,0.9145,3.7535,0.4236,0.0,4.1771,0.9384,0.1059,0.0,1.0443,3.4065,0.2086,0.0,3.6151,8.8364,0.8163,2.1218,0.2394,0.0,2.3613
500,600,2034,1,11,1680.0,16800.0,8400000.0,8400000.0,17032.2581,0.986364,1.754,0.1979,0.0,1.9519,0.9647,0.1089,0.0,1.0735,3.7772,0.2313,0.0,4.0085,7.034,0.7629,2.334,0.2634,0.0,2.5974
500,600,2035,2,13,1944.0,19440.0,9720000.0,9720000.0,20129.0323,0.965769,3.2785,0.37,0.0,3.6484,1.0655,0.1202,0.0,1.1857,4.0848,0.2501,0.0,4.335,9.1691,0.713,2.7584,0.3113,0.0,3.0696
500,600,2036,2,15,2220.0,22200.0,11100000.0,11100000.0,23225.8065,0.955833,3.064,0.3458,0.0,3.4097,1.149,0.1297,0.0,1.2787,4.3596,0.267,0.0,4.6266,9.315,0.6663,3.1827,0.3592,0.0,3.5419
500,600,2037,2,17,2496.0,24960.0,12480000.0,12480000.0,26322.5806,0.948235,2.8635,0.3231,0.0,3.1867,1.217,0.1373,0.0,1.3543,4.5809,0.2805,0.0,4.8615,9.4025,0.6227,3.6071,0.4071,0.0,4.0141
500,600,2038,1,18,2760.0,27600.0,13800000.0,13800000.0,27870.9677,0.990278,1.3381,0.151,0.0,1.4891,1.2043,0.1359,0.0,1.3402,4.7341,0.2899,0.0,5.024,7.8533,0.582,3.8193,0.431,0.0,4.2503
500,600,2039,2,20,3024.0,30240.0,15120000.0,15120000.0,30967.7419,0.9765,2.5011,0.2822,0.0,2.7834,1.2506,0.1411,0.0,1.3917,4.8476,0.2969,0.0,5.1444,9.3195,0.5439,4.2436,0.4789,0.0,4.7225
500,600,2040,2,22,3300.0,33000.0,16500000.0,16500000.0,34064.5161,0.96875,2.3375,0.2638,0.0,2.6013,1.2856,0.1451,0.0,1.4307,4.9439,0.3028,0.0,5.2467,9.2787,0.5083,4.668,0.5268,0.0,5.1948
500,600,2041,2,24,3576.0,35760.0,17880000.0,17880000.0,37161.2903,0.962292,2.1846,0.2465,0.0,2.4311,1.3107,0.1479,0.0,1.4587,5.0069,0.3066,0.0,5.3135,9.2033,0.4751,5.0924,0.5747,0.0,5.667
500,600,2042,1,25,3840.0,38400.0,19200000.0,19200000.0,38709.6774,0.992,1.0208,0.1152,0.0,1.136,1.276,0.144,0.0,1.42,5.0248,0.3077,0.0,5.3325,7.8886,0.444,5.3045,0.5986,0.0,5.9031
500,600,2043,2,27,4104.0,41040.0,20520000.0,20520000.0,41806.4516,0.981667,1.9081,0.2153,0.0,2.1234,1.288,0.1453,0.0,1.4333,5.019,0.3074,0.0,5.3263,8.883,0.415,5.7289,0.6465,0.0,6.3754
500,600,2044,2,29,4380.0,43800.0,21900000.0,21900000.0,44903.2258,0.975431,1.7833,0.2012,0.0,1.9845,1.2929,0.1459,0.0,1.4388,5.0061,0.3066,0.0,5.3126,8.7359,0.3878,6.1533,0.6944,0.0,6.8476
500,600,2045,2,31,4656.0,46560.0,23280000.0,23280000.0,48000.0,0.97,1.6666,0.1881,0.0,1.8547,1.2916,0.1458,0.0,1.4374,4.9734,0.3046,0.0,5.2779,8.57,0.3624,6.5776,0.7423,0.0,7.3199
500,600,2046,1,32,4920.0,49200.0,24600000.0,24600000.0,49548.3871,0.992969,0.7788,0.0879,0.0,0.8667,1.2461,0.1406,0.0,1.3867,4.9116,0.3008,0.0,5.2123,7.4657,0.3387,6.7898,0.7662,0.0,7.556
500,600,2047,2,34,5184.0,51840.0,25920000.0,25920000.0,52645.1613,0.984706,1.4557,0.1643,0.0,1.6199,1.2373,0.1396,0.0,1.377,4.8366,0.2962,0.0,5.1327,8.1296,0.3166,7.2142,0.8141,0.0,8.0283
500,600,2048,2,36,5460.0,54600.0,27300000.0,27300000.0,55741.9355,0.979514,1.3604,0.1535,0.0,1.514,1.2244,0.1382,0.0,1.3626,4.7608,0.2915,0.0,5.0523,7.9289,0.2959,7.6385,0.862,0.0,8.5005
500,600,2049,2,38,5736.0,57360.0,28680000.0,28680000.0,58838.7097,0.974868,1.2714,0.1435,0.0,1.4149,1.2079,0.1363,0.0,1.3442,4.6743,0.2862,0.0,4.9605,7.7196,0.2765,8.0629,0.9099,0.0,8.9728
500,600,2050,1,39,6000.0,60000.0,30000000.0,30000000.0,60387.0968,0.99359,0.5941,0.067,0.0,0.6612,1.1586,0.1307,0.0,1.2893,4.5695,0.2798,0.0,4.8494,6.7998,0.2584,8.2751,0.9338,0.0,9.2089
500,800,2030,4,4,600.0,6000.0,3000000.0,3000000.0,6453.7815,0.929687,9.1964,1.2918,0.0,10.4882,0.4598,0.0646,0.0,0.5244,1.7683,0.1083,0.0,1.8765,12.8891,1.0,0.8487,0.1192,0.0,0.9679
500,800,2031,2,6,864.0,8640.0,4320000.0,4320000.0,9680.6723,0.8925,4.2974,0.6036,0.0,4.901,0.6446,0.0905,0.0,0.7352,2.3797,0.1457,0.0,2.5254,8.1616,0.9346,1.2731,0.1788,0.0,1.4519
500,800,2032,2,8,1140.0,11400.0,5700000.0,5700000.0,12907.563,0.883203,4.0162,0.5641,0.0,4.5804,0.8032,0.1128,0.0,0.9161,2.9345,0.1797,0.0,3.1142,8.6107,0.8734,1.6975,0.2384,0.0,1.9359
500,800,2033,1,9,1416.0,14160.0,7080000.0,7080000.0,14521.0084,0.975139,1.8767,0.2636,0.0,2.1404,0.8445,0.1186,0.0,0.9632,3.4065,0.2086,0.0,3.6151,6.7186,0.8163,1.9096,0.2682,0.0,2.1779
500,800,2034,2,11,1680.0,16800.0,8400000.0,8400000.0,17747.8992,0.946591,3.5079,0.4927,0.0,4.0007,0.9647,0.1355,0.0,1.1002,3.7772,0.2313,0.0,4.0085,9.1094,0.7629,2.334,0.3278,0.0,2.6618
500,800,2035,2,13,1944.0,19440.0,9720000.0,9720000.0,20974.7899,0.926827,3.2785,0.4605,0.0,3.739,1.0655,0.1497,0.0,1.2152,4.0848,0.2501,0.0,4.335,9.2891,0.713,2.7584,0.3875,0.0,3.1458
500,800,2036,1,14,2220.0,22200.0,11100000.0,11100000.0,22588.2353,0.982812,1.532,0.2152,0.0,1.7472,1.0724,0.1506,0.0,1.223,4.3596,0.267,0.0,4.6266,7.5968,0.6663,2.9705,0.4173,0.0,3.3878
500,800,2037,2,16,2496.0,24960.0,12480000.0,12480000.0,25815.1261,0.966875,2.8635,0.4022,0.0,3.2657,1.1454,0.1609,0.0,1.3063,4.5809,0.2805,0.0,4.8615,9.4335,0.6227,3.3949,0.4769,0.0,3.8718
500,800,2038,2,18,2760.0,27600.0,13800000.0,13800000.0,29042.0168,0.950347,2.6762,0.3759,0.0,3.0521,1.2043,0.1692,0.0,1.3734,4.7341,0.2899,0.0,5.024,9.4495,0.582,3.8193,0.5365,0.0,4.3557
500,800,2039,1,19,3024.0,30240.0,15120000.0,15120000.0,30655.4622,0.986447,1.2506,0.1757,0.0,1.4262,1.188,0.1669,0.0,1.3549,4.8476,0.2969,0.0,5.1444,7.9255,0.5439,4.0314,0.5663,0.0,4.5977
500,800,2040,2,21,3300.0,33000.0,16500000.0,16500000.0,33882.3529,0.973958,2.3375,0.3283,0.0,2.6658,1.2272,0.1724,0.0,1.3996,4.9439,0.3028,0.0,5.2467,9.3121,0.5083,4.4558,0.6259,0.0,5.0817
500,800,2041,2,23,3576.0,35760.0,17880000.0,17880000.0,37109.2437,0.963641,2.1846,0.3069,0.0,2.4914,1.2561,0.1764,0.0,1.4326,5.0069,0.3066,0.0,5.3135,9.2375,0.4751,4.8802,0.6855,0.0,5.5657
500,800,2042,1,24,3840.0,38400.0,19200000.0,19200000.0,38722.6891,0.991667,1.0208,0.1434,0.0,1.1642,1.225,0.1721,0.0,1.3971,5.0248,0.3077,0.0,5.3325,7.8938,0.444,5.0924,0.7153,0.0,5.8077
500,800,2043,2,26,4104.0,41040.0,20520000.0,20520000.0,41949.5798,0.978317,1.9081,0.268,0.0,2.1761,1.2403,0.1742,0.0,1.4145,5.019,0.3074,0.0,5.3263,8.9169,0.415,5.5167,0.7749,0.0,6.2916
500,800,2044,2,28,4380.0,43800.0,21900000.0,21900000.0,45176.4706,0.969531,1.7833,0.2505,0.0,2.0337,1.2483,0.1753,0.0,1.4236,5.0061,0.3066,0.0,5.3126,8.77,0.3878,5.9411,0.8345,0.0,6.7756
500,800,2045,1,29,4656.0,46560.0,23280000.0,23280000.0,46789.916,0.995086,0.8333,0.117,0.0,0.9503,1.2083,0.1697,0.0,1.378,4.9734,0.3046,0.0,5.2779,7.6063,0.3624,6.1533,0.8643,0.0,7.0176
500,800,2046,2,31,4920.0,49200.0,24600000.0,24600000.0,50016.8067,0.983669,1.5576,0.2188,0.0,1.7764,1.2071,0.1696,0.0,1.3767,4.9116,0.3008,0.0,5.2123,8.3654,0.3387,6.5776,0.9239,0.0,7.5015
500,800,2047,2,33,5184.0,51840.0,25920000.0,25920000.0,53243.6975,0.973636,1.4557,0.2045,0.0,1.6601,1.2009,0.1687,0.0,1.3696,4.8366,0.2962,0.0,5.1327,8.1625,0.3166,7.002,0.9835,0.0,7.9855
500,800,2048,1,34,5460.0,54600.0,27300000.0,27300000.0,54857.1429,0.995312,0.6802,0.0955,0.0,0.7758,1.1564,0.1624,0.0,1.3188,4.7608,0.2915,0.0,5.0523,7.1469,0.2959,7.2142,1.0133,0.0,8.2275
500,800,2049,2,36,5736.0,57360.0,28680000.0,28680000.0,58084.0336,0.987535,1.2714,0.1786,0.0,1.45,1.1443,0.1607,0.0,1.305,4.6743,0.2862,0.0,4.9605,7.7156,0.2765,7.6385,1.0729,0.0,8.7115
500,800,2050,2,38,6000.0,60000.0,30000000.0,30000000.0,61310.9244,0.978618,1.1883,0.1669,0.0,1.3552,1.1288,0.1586,0.0,1.2874,4.5695,0.2798,0.0,4.8494,7.4919,0.2584,8.0629,1.1325,0.0,9.1954
500,1000,2030,4,4,600.0,6000.0,3000000.0,3000000.0,6620.6897,0.90625,9.1964,1.5457,0.0,10.7421,0.4598,0.0773,0.0,0.5371,1.7683,0.1083,0.0,1.8765,13.1558,1.0,0.8487,0.1427,0.0,0.9914
500,1000,2031,2,6,864.0,8640.0,4320000.0,4320000.0,9931.0345,0.87,4.2974,0.7223,0.0,5.0197,0.6446,0.1083,0.0,0.753,2.3797,0.1457,0.0,2.5254,8.2981,0.9346,1.2731,0.214,0.0,1.4871
500,1000,2032,1,7,1140.0,11400.0,5700000.0,5700000.0,11586.2069,0.983929,2.0081,0.3375,0.0,2.3456,0.7028,0.1181,0.0,0.821,2.9345,0.1797,0.0,3.1142,6.2808,0.8734,1.4853,0.2496,0.0,1.7349
500,1000,2033,2,9,1416.0,14160.0,7080000.0,7080000.0,14896.5517,0.950556,3.7535,0.6309,0.0,4.3844,0.8445,0.142,0.0,0.9865,3.4065,0.2086,0.0,3.6151,8.986,0.8163,1.9096,0.321,0.0,2.2306
500,1000,2034,2,11,1680.0,16800.0,8400000.0,8400000.0,18206.8966,0.922727,3.5079,0.5896,0.0,4.0976,0.9647,0.1621,0.0,1.1268,3.7772,0.2313,0.0,4.0085,9.2329,0.7629,2.334,0.3923,0.0,2.7263
500,1000,2035,1,12,1944.0,19440.0,9720000.0,9720000.0,19862.069,0.97875,1.6392,0.2755,0.0,1.9147,0.9835,0.1653,0.0,1.1488,4.0848,0.2501,0.0,4.335,7.3986,0.713,2.5462,0.428,0.0,2.9741
500,1000,2036,2,14,2220.0,22200.0,11100000.0,11100000.0,23172.4138,0.958036,3.064,0.515,0.0,3.579,1.0724,0.1802,0.0,1.2526,4.3596,0.267,0.0,4.6266,9.4582,0.6663,2.9705,0.4993,0.0,3.4698
500,1000,2037,2,16,2496.0,24960.0,12480000.0,12480000.0,26482.7586,0.9425,2.8635,0.4813,0.0,3.3448,1.1454,0.1925,0.0,1.3379,4.5809,0.2805,0.0,4.8615,9.5442,0.6227,3.3949,0.5706,0.0,3.9655
500,1000,2038,1,17,2760.0,27600.0,13800000.0,13800000.0,28137.931,0.980882,1.3381,0.2249,0.0,1.563,1.1374,0.1912,0.0,1.3286,4.7341,0.2899,0.0,5.024,7.9155,0.582,3.6071,0.6063,0.0,4.2134
500,1000,2039,2,19,3024.0,30240.0,15120000.0,15120000.0,31448.2759,0.961579,2.5011,0.4204,0.0,2.9215,1.188,0.1997,0.0,1.3877,4.8476,0.2969,0.0,5.1444,9.4536,0.5439,4.0314,0.6776,0.0,4.7091
500,1000,2040,1,20,3300.0,33000.0,16500000.0,16500000.0,33103.4483,0.996875,1.1687,0.1964,0.0,1.3652,1.1687,0.1964,0.0,1.3652,4.9439,0.3028,0.0,5.2467,7.9771,0.5083,4.2436,0.7133,0.0,4.9569
500,1000,2041,2,22,3576.0,35760.0,17880000.0,17880000.0,36413.7931,0.982045,2.1846,0.3672,0.0,2.5518,1.2015,0.202,0.0,1.4035,5.0069,0.3066,0.0,5.3135,9.2688,0.4751,4.668,0.7846,0.0,5.4526
500,1000,2042,2,24,3840.0,38400.0,19200000.0,19200000.0,39724.1379,0.966667,2.0417,0.3432,0.0,2.3848,1.225,0.2059,0.0,1.4309,5.0248,0.3077,0.0,5.3325,9.1482,0.444,5.0924,0.8559,0.0,5.9483
500,1000,2043,1,25,4104.0,41040.0,20520000.0,20520000.0,41379.3103,0.9918,0.954,0.1604,0.0,1.1144,1.1926,0.2004,0.0,1.393,5.019,0.3074,0.0,5.3263,7.8337,0.415,5.3045,0.8916,0.0,6.1961
500,1000,2044,2,27,4380.0,43800.0,21900000.0,21900000.0,44689.6552,0.980093,1.7833,0.2997,0.0,2.083,1.2037,0.2023,0.0,1.406,5.0061,0.3066,0.0,5.3126,8.8016,0.3878,5.7289,0.9629,0.0,6.6918
500,1000,2045,2,29,4656.0,46560.0,23280000.0,23280000.0,48000.0,0.97,1.6666,0.2801,0.0,1.9467,1.2083,0.2031,0.0,1.4114,4.9734,0.3046,0.0,5.2779,8.636,0.3624,6.1533,1.0342,0.0,7.1875
500,1000,2046,1,30,4920.0,49200.0,24600000.0,24600000.0,49655.1724,0.990833,0.7788,0.1309,0.0,0.9097,1.1682,0.1963,0.0,1.3645,4.9116,0.3008,0.0,5.2123,7.4866,0.3387,6.3654,1.0699,0.0,7.4354
500,1000,2047,2,32,5184.0,51840.0,25920000.0,25920000.0,52965.5172,0.97875,1.4557,0.2447,0.0,1.7003,1.1645,0.1957,0.0,1.3603,4.8366,0.2962,0.0,5.1327,8.1934,0.3166,6.7898,1.1412,0.0,7.931
500,1000,2048,1,33,5460.0,54600.0,27300000.0,27300000.0,54620.6897,0.999621,0.6802,0.1143,0.0,0.7946,1.1224,0.1886,0.0,1.311,4.7608,0.2915,0.0,5.0523,7.1579,0.2959,7.002,1.1769,0.0,8.1789
500,1000,2049,2,35,5736.0,57360.0,28680000.0,28680000.0,57931.0345,0.990143,1.2714,0.2137,0.0,1.4851,1.1125,0.187,0.0,1.2995,4.6743,0.2862,0.0,4.9605,7.7451,0.2765,7.4264,1.2482,0.0,8.6746
500,1000,2050,2,37,6000.0,60000.0,30000000.0,30000000.0,61241.3793,0.97973,1.1883,0.1997,0.0,1.388,1.0991,0.1847,0.0,1.2839,4.5695,0.2798,0.0,4.8494,7.5212,0.2584,7.8507,1.3196,0.0,9.1703
500,1200,2030,4,4,600.0,6000.0,3000000.0,3000000.0,6736.8421,0.890625,9.1964,1.7997,0.0,10.9961,0.4598,0.09,0.0,0.5498,1.7683,0.1083,0.0,1.8765,13.4224,1.0,0.8487,0.1661,0.0,1.0148
500,1200,2031,2,6,864.0,8640.0,4320000.0,4320000.0,10105.2632,0.855,4.2974,0.841,0.0,5.1384,0.6446,0.1261,0.0,0.7708,2.3797,0.1457,0.0,2.5254,8.4346,0.9346,1.2731,0.2491,0.0,1.5222
500,1200,2032,1,7,1140.0,11400.0,5700000.0,5700000.0,11789.4737,0.966964,2.0081,0.393,0.0,2.4011,0.7028,0.1375,0.0,0.8404,2.9345,0.1797,0.0,3.1142,6.3557,0.8734,1.4853,0.2907,0.0,1.7759
500,1200,2033,2,9,1416.0,14160.0,7080000.0,7080000.0,15157.8947,0.934167,3.7535,0.7345,0.0,4.488,0.8445,0.1653,0.0,1.0098,3.4065,0.2086,0.0,3.6151,9.113,0.8163,1.9096,0.3737,0.0,2.2833
500,1200,2034,1,10,1680.0,16800.0,8400000.0,8400000.0,16842.1053,0.9975,1.754,0.3432,0.0,2.0972,0.877,0.1716,0.0,1.0486,3.7772,0.2313,0.0,4.0085,7.1543,0.7629,2.1218,0.4152,0.0,2.537
500,1200,2035,2,12,1944.0,19440.0,9720000.0,9720000.0,20210.5263,0.961875,3.2785,0.6416,0.0,3.92,0.9835,0.1925,0.0,1.176,4.0848,0.2501,0.0,4.335,9.431,0.713,2.5462,0.4983,0.0,3.0445
500,1200,2036,2,14,2220.0,22200.0,11100000.0,11100000.0,23578.9474,0.941518,3.064,0.5996,0.0,3.6636,1.0724,0.2099,0.0,1.2823,4.3596,0.267,0.0,4.6266,9.5724,0.6663,2.9705,0.5813,0.0,3.5519
500,1200,2037,1,15,2496.0,24960.0,12480000.0,12480000.0,25263.1579,0.988,1.4318,0.2802,0.0,1.712,1.0738,0.2101,0.0,1.284,4.5809,0.2805,0.0,4.8615,7.8574,0.6227,3.1827,0.6228,0.0,3.8056
500,1200,2038,2,17,2760.0,27600.0,13800000.0,13800000.0,28631.5789,0.963971,2.6762,0.5237,0.0,3.1999,1.1374,0.2226,0.0,1.36,4.7341,0.2899,0.0,5.024,9.5839,0.582,3.6071,0.7059,0.0,4.313
500,1200,2039,1,18,3024.0,30240.0,15120000.0,15120000.0,30315.7895,0.9975,1.2506,0.2447,0.0,1.4953,1.1255,0.2203,0.0,1.3458,4.8476,0.2969,0.0,5.1444,7.9855,0.5439,3.8193,0.7474,0.0,4.5667
500,1200,2040,2,20,3300.0,33000.0,16500000.0,16500000.0,33684.2105,0.979688,2.3375,0.4574,0.0,2.7949,1.1687,0.2287,0.0,1.3975,4.9439,0.3028,0.0,5.2467,9.4391,0.5083,4.2436,0.8305,0.0,5.0741
500,1200,2041,2,22,3576.0,35760.0,17880000.0,17880000.0,37052.6316,0.965114,2.1846,0.4275,0.0,2.6121,1.2015,0.2351,0.0,1.4366,5.0069,0.3066,0.0,5.3135,9.3623,0.4751,4.668,0.9135,0.0,5.5815
500,1200,2042,1,23,3840.0,38400.0,19200000.0,19200000.0,38736.8421,0.991304,1.0208,0.1998,0.0,1.2206,1.174,0.2297,0.0,1.4037,5.0248,0.3077,0.0,5.3325,7.9568,0.444,4.8802,0.955,0.0,5.8352
500,1200,2043,2,25,4104.0,41040.0,20520000.0,20520000.0,42105.2632,0.9747,1.9081,0.3734,0.0,2.2815,1.1926,0.2334,0.0,1.4259,5.019,0.3074,0.0,5.3263,9.0337,0.415,5.3045,1.0381,0.0,6.3426
500,1200,2044,2,27,4380.0,43800.0,21900000.0,21900000.0,45473.6842,0.963194,1.7833,0.349,0.0,2.1322,1.2037,0.2356,0.0,1.4393,5.0061,0.3066,0.0,5.3126,8.8841,0.3878,5.7289,1.1211,0.0,6.85
500,1200,2045,1,28,4656.0,46560.0,23280000.0,23280000.0,47157.8947,0.987321,0.8333,0.1631,0.0,0.9964,1.1666,0.2283,0.0,1.3949,4.9734,0.3046,0.0,5.2779,7.6692,0.3624,5.9411,1.1626,0.0,7.1037
500,1200,2046,2,30,4920.0,49200.0,24600000.0,24600000.0,50526.3158,0.97375,1.5576,0.3048,0.0,1.8624,1.1682,0.2286,0.0,1.3968,4.9116,0.3008,0.0,5.2123,8.4715,0.3387,6.3654,1.2457,0.0,7.6111
500,1200,2047,1,31,5184.0,51840.0,25920000.0,25920000.0,52210.5263,0.992903,0.7278,0.1424,0.0,0.8703,1.1281,0.2208,0.0,1.3489,4.8366,0.2962,0.0,5.1327,7.3519,0.3166,6.5776,1.2872,0.0,7.8648
500,1200,2048,2,33,5460.0,54600.0,27300000.0,27300000.0,55578.9474,0.982386,1.3604,0.2662,0.0,1.6267,1.1224,0.2196,0.0,1.342,4.7608,0.2915,0.0,5.0523,8.021,0.2959,7.002,1.3703,0.0,8.3723
500,1200,2049,2,35,5736.0,57360.0,28680000.0,28680000.0,58947.3684,0.973071,1.2714,0.2488,0.0,1.5203,1.1125,0.2177,0.0,1.3302,4.6743,0.2862,0.0,4.9605,7.811,0.2765,7.4264,1.4533,0.0,8.8797
500,1200,2050,1,36,6000.0,60000.0,30000000.0,30000000.0,60631.5789,0.989583,0.5941,0.1163,0.0,0.7104,1.0694,0.2093,0.0,1.2787,4.5695,0.2798,0.0,4.8494,6.8385,0.2584,7.6385,1.4948,0.0,9.1334
